label,chin_to_nose,chin_angle,mouth_width,mouth_height
chin_down,0.09464556483334696,0.7865927856901835,0.07507721110743294,6.31314561396904e-05
chin_down,0.09852152737080735,0.0023288140719280224,0.07457324614465026,8.593148118191327e-05
chin_down,0.12083857092394024,10.133983674560302,0.07104736004571421,0.0005871891008553143
chin_down,0.06316118673254616,4.660113710171144,0.0878018858160453,0.00036179764683288876
chin_down,0.06855640757815505,4.364175095874544,0.0866146080855629,0.0008472242556709668
chin_down,0.06473571187265119,5.664922313471623,0.08534615769955278,0.0006201615907484387
chin_down,0.06479500092490553,3.37711375130285,0.08467332902622371,0.0012476182795034439
chin_down,0.06405353242209577,2.8673197690992365,0.08279475497687917,0.0009226332255204043
chin_down,0.06775745008922399,1.5880513488298413,0.08366817958460043,0.0005443477333017533
chin_down,0.07283217486148182,1.6386546238766493,0.08093271009868731,0.001280821848546441
chin_down,0.06844346420185024,3.7717892347621107,0.07655143495593404,0.0007474756166850813
chin_down,0.07582317978998265,1.785763405759069,0.07960455667456119,0.0002463906061659957
chin_down,0.07617059746576409,1.0817297699478292,0.07645594041741281,0.0009251082823951905
chin_down,0.11714244806962407,12.910143874883696,0.06691891337029625,0.0004028589224681617
chin_down,0.07613954935868707,1.055156287824919,0.07310383097225374,0.00031822667119320715
chin_down,0.08103740391331755,1.7406468477254766,0.07386763616371177,0.0012661414699058555
chin_down,0.07891740814766503,1.6379367796245123,0.07895936817730226,0.0005043244060880021
chin_down,0.08637649029919565,0.000824250252442163,0.07777994352245647,0.00019988095693767056
chin_down,0.09489068430797368,1.239148627964667,0.08150809220124565,0.0008742619448045051
chin_down,0.09140489057318373,1.3982604490235735,0.07788533166757514,6.595262024551731e-05
chin_down,0.09908341693566307,2.0020007342384485,0.08274274790909611,0.0078022430041423205
chin_down,0.09606644294172734,1.3608015496710815,0.08334591895227049,0.00025959674001930735
chin_down,0.09459520747217007,1.1313981159696964,0.07790020146269735,0.00019016138678262147
chin_down,0.1070765942634758,0.49605950601102916,0.07641304647359268,0.0002130138437215365
chin_down,0.12158447272637711,12.949667180315217,0.06647502112016475,0.0003993981470701641
chin_down,0.10867298036073832,0.2985613232295478,0.07439083837535584,0.0001275587338645171
chin_down,0.11137118049840433,0.41912668047016616,0.07618084175671623,0.00014176680328670607
chin_down,0.10916867944616192,0.10872850855649906,0.0756676158041818,0.00024933779209991813
chin_down,0.09429881917986481,1.7657903027312414,0.07346907776341406,0.00022351591785245447
chin_down,0.08321244701299373,0.18564269035915304,0.07434161176526578,0.0007613312184994149
chin_down,0.08245825617414348,1.1267436373195099,0.08006489971118155,0.0007751126165388559
chin_down,0.07067606514224925,0.6662797398241694,0.07861558017107272,0.001289904337923916
chin_down,0.06825189028507841,1.511710937903581,0.0743616295145537,0.0003994525640018527
chin_down,0.064362417019391,2.1248226370480023,0.0698460150982525,0.00042004639887316836
chin_down,0.06368879955002396,1.9465800886708142,0.07288036818368974,0.0008733519884669223
chin_down,0.1224399770349341,13.459043108886473,0.06403526950655718,0.0002906081715895896
